,UID,State,Date Collected,Result,Waterbody,SITESAMP,Region,Province,Parameter
3361,988,NY,6/19/2010,0.41125,Lake Ontario,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3362,988,NY,6/19/2010,0.004,Lake Ontario,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3363,988,NY,6/19/2010,0.258,Lake Ontario,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3364,988,NY,6/19/2010,0.006,Lake Ontario,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3365,988,NY,6/19/2010,0.0023525,Lake Ontario,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3366,988,NY,6/19/2010,0.252,Lake Ontario,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3367,989,NY,6/25/2010,2.19,Lake Ontario,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3368,989,NY,6/25/2010,0.235,Lake Ontario,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3369,989,NY,6/25/2010,0.443375,Lake Ontario,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3370,989,NY,6/25/2010,0.005,Lake Ontario,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3371,989,NY,6/25/2010,0.006725375,Lake Ontario,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3372,989,NY,6/25/2010,0.229,Lake Ontario,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3373,989,NY,6/25/2010,0.006,Lake Ontario,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3374,990,NY,6/18/2010,0.98,Lake Ontario,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3375,990,NY,6/18/2010,0.4375,Lake Ontario,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3376,990,NY,6/18/2010,0.275,Lake Ontario,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3377,990,NY,6/18/2010,0.0,Lake Ontario,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3378,990,NY,6/18/2010,0.265,Lake Ontario,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3379,990,NY,6/18/2010,0.004,Lake Ontario,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3380,990,NY,6/18/2010,0.01,Lake Ontario,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3381,991,NY,6/15/2010,4.18,Lake Ontario,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3382,991,NY,6/15/2010,0.01,Lake Ontario,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3383,991,NY,6/15/2010,0.01,Lake Ontario,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3384,991,NY,6/15/2010,0.02614875,Lake Ontario,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3385,991,NY,6/15/2010,0.5725,Lake Ontario,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3386,991,NY,6/15/2010,0.276,Lake Ontario,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3387,991,NY,6/15/2010,0.286,Lake Ontario,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3388,992,OH,8/25/2010,6.99,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3389,992,OH,8/25/2010,0.3825,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3390,992,OH,8/25/2010,0.067,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3391,992,OH,8/25/2010,0.005,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3392,992,OH,8/25/2010,0.01197125,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3393,992,OH,8/25/2010,0.062,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3394,992,OH,8/25/2010,0.0,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3395,993,NY,7/12/2010,3.57,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3396,993,NY,7/12/2010,0.0070625,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3397,993,NY,7/12/2010,0.004,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3398,993,NY,7/12/2010,0.16,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3399,993,NY,7/12/2010,0.153,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3400,993,NY,7/12/2010,0.007,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3401,993,NY,7/12/2010,0.4025,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3402,994,NY,7/22/2010,1.8,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3403,994,NY,7/22/2010,0.33125,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3404,994,NY,7/22/2010,0.111,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3405,994,NY,7/22/2010,0.002,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3406,994,NY,7/22/2010,0.117,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3407,994,NY,7/22/2010,0.004645,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3408,994,NY,7/22/2010,0.006,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3409,995,NY,7/18/2010,2.17,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3410,995,NY,7/18/2010,0.145,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3411,995,NY,7/18/2010,0.01150625,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3412,995,NY,7/18/2010,0.136,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3413,995,NY,7/18/2010,0.37875,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3414,995,NY,7/18/2010,0.003,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3415,995,NY,7/18/2010,0.009,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3416,996,OH,7/26/2010,11.52,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3417,996,OH,7/26/2010,0.004,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3418,996,OH,7/26/2010,0.0141425,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3419,996,OH,7/26/2010,0.153,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3420,996,OH,7/26/2010,0.015,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3421,996,OH,7/26/2010,0.168,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3422,996,OH,7/26/2010,0.51875,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3423,997,OH,8/4/2010,3.24,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3424,997,OH,8/4/2010,0.007103125,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3425,997,OH,8/4/2010,0.002,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3426,997,OH,8/4/2010,0.001,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3427,997,OH,8/4/2010,0.054,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3428,997,OH,8/4/2010,0.052,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3429,997,OH,8/4/2010,0.315,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3430,998,MI,7/15/2010,0.74,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3431,998,MI,7/15/2010,0.0,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3432,998,MI,7/15/2010,0.191,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3433,998,MI,7/15/2010,0.35625,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3434,998,MI,7/15/2010,0.004,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3435,998,MI,7/15/2010,0.007,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3436,998,MI,7/15/2010,0.198,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3437,999,NY,7/15/2010,1.29,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3438,999,NY,7/15/2010,0.36375,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3439,999,NY,7/15/2010,0.0053425,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3440,999,NY,7/15/2010,0.003,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3441,999,NY,7/15/2010,0.157,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3442,999,NY,7/15/2010,0.003,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3443,999,NY,7/15/2010,0.154,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3444,1000,OH,8/25/2010,4.36,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3445,1000,OH,8/25/2010,0.092,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3446,1000,OH,8/25/2010,0.001,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3447,1000,OH,8/25/2010,0.42125,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3448,1000,OH,8/25/2010,0.03,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3449,1000,OH,8/25/2010,0.122,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3450,1000,OH,8/25/2010,0.0217425,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3451,1001,OH,8/19/2010,4.1,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3452,1001,OH,8/19/2010,0.047,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3453,1001,OH,8/19/2010,0.001,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3454,1001,OH,8/19/2010,0.048,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3455,1001,OH,8/19/2010,0.0070175,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3456,1001,OH,8/19/2010,0.001,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3457,1001,OH,8/19/2010,0.295,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3458,1002,OH,8/12/2010,4.82,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3459,1002,OH,8/12/2010,0.0,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3460,1002,OH,8/12/2010,0.042,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3461,1002,OH,8/12/2010,0.36125,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3462,1002,OH,8/12/2010,0.031,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3463,1002,OH,8/12/2010,0.00813625,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3464,1002,OH,8/12/2010,0.011,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3465,1003,NY,7/15/2010,1.84,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3466,1003,NY,7/15/2010,0.0041875,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3467,1003,NY,7/15/2010,0.145,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3468,1003,NY,7/15/2010,0.003,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3469,1003,NY,7/15/2010,0.007,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3470,1003,NY,7/15/2010,0.152,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3471,1003,NY,7/15/2010,0.36125,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3472,1004,OH,9/1/2010,19.57,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3473,1004,OH,9/1/2010,0.7825,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3474,1004,OH,9/1/2010,0.002,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3475,1004,OH,9/1/2010,0.03611125,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3476,1004,OH,9/1/2010,0.236,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3477,1004,OH,9/1/2010,0.009,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3478,1004,OH,9/1/2010,0.227,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3479,1005,OH,7/27/2010,6.22,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3480,1005,OH,7/27/2010,0.46625,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3481,1005,OH,7/27/2010,0.11,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3482,1005,OH,7/27/2010,0.103,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3483,1005,OH,7/27/2010,0.01276125,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3484,1005,OH,7/27/2010,0.007,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3485,1005,OH,7/27/2010,0.003,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3486,1006,OH,8/2/2010,2.98,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3487,1006,OH,8/2/2010,0.005,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3488,1006,OH,8/2/2010,0.084,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3489,1006,OH,8/2/2010,0.305625,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3490,1006,OH,8/2/2010,0.002,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3491,1006,OH,8/2/2010,0.00492125,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3492,1006,OH,8/2/2010,0.089,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3493,1011,OH,8/10/2010,0.003,Lake Erie,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3494,1011,OH,8/10/2010,0.012,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3495,1011,OH,8/10/2010,0.008,Lake Erie,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3496,1011,OH,8/10/2010,0.4875,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3497,1011,OH,8/10/2010,0.03604125,Lake Erie,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3498,1011,OH,8/10/2010,0.005,Lake Erie,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3499,1011,OH,8/10/2010,7.040666667,Lake Erie,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3500,1012,MI,7/15/2010,0.37,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3501,1012,MI,7/15/2010,0.005,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3502,1012,MI,7/15/2010,0.0021725,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3503,1012,MI,7/15/2010,0.38375,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3504,1012,MI,7/15/2010,0.005,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3505,1012,MI,7/15/2010,0.256,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3506,1012,MI,7/15/2010,0.261,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3507,1013,MI,7/15/2010,0.41,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3508,1013,MI,7/15/2010,0.32875,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3509,1013,MI,7/15/2010,0.005,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3510,1013,MI,7/15/2010,0.008,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3511,1013,MI,7/15/2010,0.18,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3512,1013,MI,7/15/2010,0.00297375,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3513,1013,MI,7/15/2010,0.188,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3514,1014,MI,7/15/2010,0.57,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3515,1014,MI,7/15/2010,0.0,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3516,1014,MI,7/15/2010,0.005,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3517,1014,MI,7/15/2010,0.34875,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3518,1014,MI,7/15/2010,0.197,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3519,1014,MI,7/15/2010,0.189,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3520,1014,MI,7/15/2010,0.008,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3521,1015,MI,7/16/2010,0.7,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3522,1015,MI,7/16/2010,0.285,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3523,1015,MI,7/16/2010,0.004,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3524,1015,MI,7/16/2010,0.41625,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3525,1015,MI,7/16/2010,0.00213,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3526,1015,MI,7/16/2010,0.007,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3527,1015,MI,7/16/2010,0.278,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3528,1016,MI,7/15/2010,0.6,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3529,1016,MI,7/15/2010,0.005,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3530,1016,MI,7/15/2010,0.35625,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3531,1016,MI,7/15/2010,0.008,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3532,1016,MI,7/15/2010,0.194,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3533,1016,MI,7/15/2010,0.202,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3534,1016,MI,7/15/2010,0.0029825,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3535,1017,MI,7/12/2010,0.004,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3536,1017,MI,7/12/2010,0.111,Lake Huron,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3537,1017,MI,7/12/2010,0.00691875,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3538,1017,MI,7/12/2010,0.006,Lake Huron,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3539,1017,MI,7/12/2010,0.105,Lake Huron,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3540,1017,MI,7/12/2010,0.43625,Lake Huron,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3541,1017,MI,7/12/2010,4.06688,Lake Huron,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3542,1022,WI,7/15/2010,0.181,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3543,1022,WI,7/15/2010,0.0,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3544,1022,WI,7/15/2010,0.23,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Kjeldahl Nitrogen (mg N/L)
3545,1022,WI,7/15/2010,0.411,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3546,1022,WI,7/15/2010,0.181,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3547,1022,WI,7/15/2010,0.0039,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3548,1022,WI,7/15/2010,0.51,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3549,1023,MI,7/14/2010,0.77,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3550,1023,MI,7/14/2010,0.006,Lake Michigan,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3551,1023,MI,7/14/2010,0.282,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3552,1023,MI,7/14/2010,0.0022975,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3553,1023,MI,7/14/2010,0.288,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3554,1023,MI,7/14/2010,0.004,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3555,1023,MI,7/14/2010,0.43875,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3556,1024,WI,7/13/2010,0.088,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3557,1024,WI,7/13/2010,0.0,Lake Michigan,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3558,1024,WI,7/13/2010,0.088,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3559,1024,WI,7/13/2010,0.278,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3560,1024,WI,7/13/2010,0.0,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3561,1024,WI,7/13/2010,0.0044,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3562,1024,WI,7/13/2010,0.19,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Kjeldahl Nitrogen (mg N/L)
3563,1024,WI,7/13/2010,1.05,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3564,1025,MI,7/14/2010,0.491653333,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3565,1025,MI,7/14/2010,0.006,Lake Michigan,Y,Great Lakes,Great Lakes Province,Ammonia (mg N/L)
3566,1025,MI,7/14/2010,0.275,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3567,1025,MI,7/14/2010,0.269,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
3568,1025,MI,7/14/2010,0.41375,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3569,1025,MI,7/14/2010,0.00235625,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3570,1025,MI,7/14/2010,0.005,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3571,1026,MI,7/13/2010,2.45,Lake Michigan,Y,Great Lakes,Great Lakes Province,Chlorophyll A (ug/L)
3572,1026,MI,7/13/2010,0.4525,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Nitrogen (mg N/L)
3573,1026,MI,7/13/2010,0.00355875,Lake Michigan,Y,Great Lakes,Great Lakes Province,Total Phosphorus (mg P/L)
3574,1026,MI,7/13/2010,0.004,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Phosphate (mg P/L)
3575,1026,MI,7/13/2010,0.273,Lake Michigan,Y,Great Lakes,Great Lakes Province,Dissolved Inorganic Nitrogen (mg N/L)
3576,1026,MI,7/13/2010,0.27,Lake Michigan,Y,Great Lakes,Great Lakes Province,Nitrate/Nitrite (mg N/L)
