UID,State,Date Collected,Waterbody,Region,Province,SITESAMP,Ammonia (mg N/L),Chlorophyll A (ug/L),Dissolved Inorganic Nitrogen (mg N/L),Dissolved Inorganic Phosphate (mg P/L),Dissolved Silica (mg/L),Nitrate (mg N/L),Nitrate/Nitrite (mg N/L),Nitrite (mg N/L),Nitrogen Particulate (mg N/L),Phosphorus Particulate (mg P/L),Total Dissolved Nitrogen (mg N/L),Total Dissolved Phosphorus (mg P/L),Total Kjeldahl Nitrogen (mg N/L),Total Nitrogen (mg N/L),Total Phosphorus (mg P/L)
1297,CA,2010-08-24,San Pablo Bay,West,Californian Province,Y,0.085,1.92,0.441,0.12,,,0.356,,,,,,,0.7225,0.14232875
1298,CA,2010-08-31,San Pablo Bay,West,Californian Province,Y,0.062,3.77,0.406,0.112,,,0.344,,,,,,,0.63625,0.12271875
1299,CA,2010-08-23,Suisun Bay,West,Californian Province,Y,0.034,1.86,0.391,0.11,,,0.357,,,,,,,0.59,0.10676375
1300,CA,2010-08-24,Suisun Bay,West,Californian Province,Y,0.023,1.45,0.403,0.118,,,0.38,,,,,,,0.60125,0.10886375
1301,CA,2010-08-23,Suisun Bay,West,Californian Province,Y,0.047,1.58,0.442,0.123,,,0.395,,,,,,,0.6575,0.1224175
1302,CA,2010-08-23,Suisun Bay,West,Californian Province,Y,0.037,1.63,0.364,0.108,,,0.327,,,,,,,0.5575,0.10739625
1303,WI,2010-09-09,Lake Superior,Great Lakes,Great Lakes Province,Y,0.004,1.54,0.341,0.004,,,0.337,,,,,,,0.47,0.00558
1304,MN,2010-08-28,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,0.65,0.376,0.004,,,0.375,,,,,,,0.46125,0.00358875
1305,MN,2010-08-26,Lake Superior,Great Lakes,Great Lakes Province,Y,0.003,1.24,0.389,0.003,,,0.386,,,,,,,0.49625,0.00339375
1306,WI,2010-08-19,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,0.56,0.327,0.0,,,0.327,,,,,,0.32,0.647,0.003
1308,MN,2010-08-30,Lake Superior,Great Lakes,Great Lakes Province,Y,0.005,0.52,0.356,0.005,,,0.351,,,,,,,0.48,0.00518875
1309,WI,2010-08-11,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,1.28,0.208,0.0,,,0.208,,,,,,0.0,0.208,0.0032
1310,MN,2010-08-25,Lake Superior,Great Lakes,Great Lakes Province,Y,0.003,0.87,0.367,0.002,,,0.364,,,,,,,0.50375,0.00306125
1311,MN,2010-08-27,Lake Superior,Great Lakes,Great Lakes Province,Y,0.002,0.54,0.387,0.002,,,0.385,,,,,,,0.48375,0.00287625
1343,WI,2010-08-11,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,1.16,0.19,0.0,,,0.19,,,,,,0.21,0.4,0.0032
1344,MN,2010-08-25,Lake Superior,Great Lakes,Great Lakes Province,Y,0.002,0.67,0.387,0.002,,,0.385,,,,,,,0.475,0.0031175
1345,WI,2010-08-09,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,0.46,0.312,0.0,,,0.312,,,,,,0.19,0.502,0.0025
1347,WI,2010-09-01,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.0,4.76,0.046,0.0,,,0.046,,,,,,0.4,0.446,0.0109
1348,WI,2010-08-24,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.0,12.3,0.0,0.0,,,0.0,,,,,,0.61,0.61,0.0253
1349,WI,2010-08-24,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.018,1.17,0.138,0.0,,,0.12,,,,,,0.36,0.48,0.0054
1350,WI,2010-08-18,Lake Superior,Great Lakes,Great Lakes Province,Y,0.047,2.37,0.24,0.027,,,0.193,,,,,,0.77,0.963,0.0541
1351,WI,2010-08-11,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,2.02,0.219,0.0,,,0.219,,,,,,0.22,0.439,0.004
1352,MN,2010-08-29,Lake Superior,Great Lakes,Great Lakes Province,Y,0.007,0.61,0.352,0.004,,,0.345,,,,,,,0.48375,0.005285
1353,WI,2010-08-10,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,0.47,0.258,0.0,,,0.258,,,,,,0.18,0.438,0.0019
1354,WI,2010-08-09,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,0.64,0.295,0.0,,,0.295,,,,,,0.0,0.295,0.0033
1355,WI,2010-08-12,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,0.64,0.287,0.0,,,0.287,,,,,,0.19,0.477,0.0022
1356,WI,2010-09-08,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,0.78,0.339,0.0,,,0.339,,,,,,0.0,0.339,0.0025
1357,WI,2010-08-10,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,0.74,0.297,0.0,,,0.297,,,,,,0.16,0.457,0.0024
1359,WI,2010-09-01,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.024,4.22,0.175,0.0,,,0.151,,,,,,0.42,0.571,0.0132
1360,WI,2010-09-08,Lake Superior,Great Lakes,Great Lakes Province,Y,0.002,2.82,0.351,0.004,,,0.349,,,,,,,0.48625,0.00881375
1361,MI,2010-08-30,Lake Superior,Great Lakes,Great Lakes Province,Y,0.032,9.29,0.252,0.02,,,0.22,,,,,,,1.00375,0.0549725
1362,WI,2010-09-10,Lake Superior,Great Lakes,Great Lakes Province,Y,0.004,1.93,0.177,0.003,,,0.173,,,,,,,0.40375,0.0097925
1364,WI,2010-09-13,Lake Superior,Great Lakes,Great Lakes Province,Y,0.002,0.94,0.372,0.005,,,0.37,,,,,,,0.51125,0.0
1367,WI,2010-09-12,Lake Superior,Great Lakes,Great Lakes Province,Y,0.003,1.06,0.368,0.004,,,0.365,,,,,,,0.51875,0.00530625
1371,NJ,2010-09-02,Raritan Bay,Northeast,Virginian Province,Y,0.069,73.07,0.494,0.14,,,0.425,,,,,,,1.398,0.27027
1372,NJ,2010-08-26,Great Sound,Northeast,Virginian Province,Y,0.07,9.88,0.087,0.031,,,0.017,,,,,,,0.51375,0.07351625
1510,OR,2010-08-17,Youngs Bay,West,Columbian Province,Y,0.034,2.92,0.124,0.039,,,0.09,,,,,,,0.24125,0.0407
1511,OR,2010-06-10,Youngs Bay,West,Columbian Province,Y,0.008,7.46,0.232,0.037,,,0.224,,,,,,,0.32625,0.08886375
1512,OR,2010-08-10,Netarts Bay,West,Columbian Province,Y,0.017,1.87,0.037,0.065,,,0.02,,,,,,,0.42875,0.0927025
1514,TX,2010-09-22,Laguna Madre,Gulf,Louisianian Province,Y,0.01,2.31,0.031,0.026,,,0.021,,,,,,,0.2925,0.04069875
1515,TX,2010-09-20,Baffin Bay,Gulf,Louisianian Province,Y,0.024,30.93,0.03,0.028,,,0.006,,,,,,,1.02125,0.0518175
1516,TX,2010-09-22,Laguna Madre,Gulf,Louisianian Province,Y,0.009,10.0,0.023,0.007,,,0.014,,,,,,,0.50625,0.0446525
1517,TX,2010-09-21,Laguna Madre,Gulf,Louisianian Province,Y,0.031,15.52,0.043,0.032,,,0.012,,,,,,,0.81625,0.03476375
1522,CT,2010-09-13,Long Island Sound,Northeast,Virginian Province,Y,0.017,3.7,0.042,0.034,,0.017,0.025,0.008,,,,,,0.165,0.045
1524,NY,2010-09-16,Long Island Sound,Northeast,Virginian Province,Y,0.0,4.0,0.042,0.047,,0.02,0.042,0.022,,,,,,0.146,0.052
1526,CT,2010-09-14,Long Island Sound,Northeast,Virginian Province,Y,0.0,1.3,0.047,0.049,,0.019,0.047,0.028,,,,,,0.209,0.063
1527,NY,2010-09-21,Long Island Sound,Northeast,Virginian Province,Y,0.0,1.7,0.029,0.027,,0.008,0.029,0.021,,,,,,0.13,0.036
1528,CT,2010-09-14,Long Island Sound,Northeast,Virginian Province,Y,0.0,2.5,0.076,0.058,,0.032,0.076,0.044,,,,,,0.233,0.076
1529,NY,2010-09-14,Long Island Sound,Northeast,Virginian Province,Y,0.0,3.4,0.043,0.049,,0.021,0.043,0.022,,,,,,0.227,0.061
1530,CT,2010-09-13,Long Island Sound,Northeast,Virginian Province,Y,0.017,5.6,0.034,0.032,,0.004,0.017,0.013,,,,,,0.221,0.052
1531,NY,2010-09-16,Long Island Sound,Northeast,Virginian Province,Y,0.0,1.0,0.055,0.049,,0.038,0.055,0.017,,,,,,0.202,0.065
1532,CT,2010-09-29,Thames River,Northeast,Virginian Province,Y,0.026,5.3,0.043,0.029,,0.006,0.017,0.011,,,,,,0.31,0.067
1533,NY,2010-09-21,Long Island Sound,Northeast,Virginian Province,Y,0.0,1.8,0.037,0.03,,0.01,0.037,0.027,,,,,,0.176,0.047
1534,NY,2010-09-16,Long Island Sound,Northeast,Virginian Province,Y,0.0,2.7,0.037,0.062,,0.007,0.037,0.03,,,,,,0.174,0.063
1535,MD,2010-08-03,Isle Of Wight Bay,Northeast,Virginian Province,Y,0.007,6.07,0.0092,0.0176,,,0.0092,,,,,,,0.74,0.0804
1537,MD,2010-08-02,Assawoman Bay,Northeast,Virginian Province,Y,0.0,10.16,0.0027,0.0199,,,0.0027,,,,,,,0.66,0.0845
1538,MD,2010-08-02,Isle Of Wight Bay,Northeast,Virginian Province,Y,0.007,15.61,0.0037,0.015,,,0.0037,,,,,,,0.7,0.0913
1539,MD,2010-08-05,Chincoteague Bay,Northeast,Virginian Province,Y,0.0,8.86,0.0028,0.0294,,,0.0028,,,,,,,0.42,0.0829
1540,MD,2010-08-03,Chincoteague Bay,Northeast,Virginian Province,Y,0.0,4.63,0.0035,0.0041,,,0.0035,,,,,,,0.53,0.044
1541,TX,2010-09-20,Baffin Bay,Gulf,Louisianian Province,Y,0.025,23.51,0.032,0.024,,,0.007,,,,,,,0.95375,0.06220375
1542,TX,2010-09-20,Alazan Bay,Gulf,Louisianian Province,Y,0.042,12.76,0.149,0.116,,,0.107,,,,,,,0.8825,0.143675
1545,NY,2010-08-15,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.015,3.32,0.303,0.005,,,0.288,,,,,,,0.50625,0.0057075
1548,NY,2010-08-07,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.009,2.0,0.227,0.002,,,0.218,,,,,,,0.44625,0.005466
1549,NY,2010-08-18,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.001,3.9,0.2,0.002,,,0.199,,,,,,,0.405,0.0105375
1551,NY,2010-08-11,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.008,2.22,0.204,0.007,,,0.196,,,,,,,0.45875,0.00564125
1552,NY,2010-09-26,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.012,1.7,0.257,0.002,,,0.245,,,,,,,0.37375,0.00654875
1553,NY,2010-08-19,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.004,3.04,0.193,0.002,,,0.189,,,,,,,0.4175,0.0097975
1554,NY,2010-09-23,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.002,4.37,0.209,0.003,,,0.207,,,,,,,0.36375,0.005675
1555,NY,2010-09-12,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.033,3.48,0.35,0.002,,,0.317,,,,,,,0.5875,0.0115225
1556,NY,2010-09-18,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.018,1.41,0.264,0.003,,,0.246,,,,,,,0.43375,0.00969875
1557,NY,2010-08-09,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.009,3.81,0.236,0.003,,,0.227,,,,,,,0.46125,0.00869
1558,NY,2010-08-13,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.008,2.3,0.22,0.002,,,0.212,,,,,,,0.46125,0.00552625
1559,NY,2010-09-27,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.009,3.05,0.261,0.002,,,0.252,,,,,,,0.41,0.00749125
1560,NY,2010-06-22,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.005,1.42,0.25,0.004,,,0.245,,,,,,,0.388125,0.003385625
1561,NY,2010-09-11,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.017,2.08,0.263,0.003,,,0.246,,,,,,,0.505,0.011905
1577,NY,2010-09-27,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.006,3.57,0.253,0.001,,,0.247,,,,,,,0.395,0.00747375
1578,NY,2010-08-14,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.026,1.58,0.275,0.003,,,0.249,,,,,,,0.48375,0.00455
1579,NY,2010-08-08,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.013,1.93,0.225,0.002,,,0.212,,,,,,,0.44375,0.006265
1580,NY,2010-06-23,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.009,1.65,0.272,0.005,,,0.263,,,,,,,0.409375,0.002215625
1581,NY,2010-09-23,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.007,3.21,0.231,0.003,,,0.224,,,,,,,0.36875,0.006395
1582,NY,2010-09-26,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.002,3.21,0.244,0.002,,,0.242,,,,,,,0.37375,0.00583375
1583,NY,2010-09-12,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.015,3.55,0.245,0.002,,,0.23,,,,,,,0.6175,0.03928875
1584,NY,2010-08-14,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.029,1.47,0.301,0.004,,,0.272,,,,,,,0.4875,0.01105125
1585,NY,2010-08-10,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.01,2.35,0.216,0.004,,,0.206,,,,,,,0.43,0.005745
1586,NY,2010-09-11,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.019,1.66,0.27,0.003,,,0.251,,,,,,,0.50875,0.01181875
1587,NY,2010-09-18,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.013,2.04,0.273,0.004,,,0.26,,,,,,,0.435,0.01028625
1588,NY,2010-09-08,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.0,16.73,0.011,0.009,,,0.011,,,,,,,0.64875,0.06290375
1589,NY,2010-08-17,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.002,48.4,0.002,0.003,,,0.0,,,,,,,0.9025,0.07088625
1590,NY,2010-09-09,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.087,12.03,0.154,0.008,,,0.067,,,,,,,0.64875,0.03815125
1591,NY,2010-06-12,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.009,1.8,0.176,0.002,,,0.167,,,,,,,0.35375,0.00738625
1592,NY,2010-06-09,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.041,4.24,0.33,0.014,,,0.289,,,,,,,0.52625,0.03831
1593,NY,2010-06-17,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.004,13.63,0.004,0.007,,,0.0,,,,,,,0.35625,0.0248625
1594,NY,2010-09-15,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.009,12.46,0.19,0.004,,,0.181,,,,,,,0.615,0.02905125
1595,NJ,2010-09-14,Delaware Bay,Northeast,Virginian Province,Y,0.056,10.01,0.096,0.034,,,0.04,,,,,,,0.51125,0.06198375
1596,NJ,2010-09-14,Delaware Bay,Northeast,Virginian Province,Y,0.081,10.58,0.093,0.028,,,0.012,,,,,,,0.56375,0.061455
1597,NJ,2010-09-16,Delaware Bay,Northeast,Virginian Province,Y,0.028,1.28,1.089,0.089,,,1.061,,,,,,,1.19,0.1174925
1598,NJ,2010-09-14,Delaware Bay,Northeast,Virginian Province,Y,0.084,7.86,0.095,0.029,,,0.011,,,,,,,0.54375,0.0700575
1599,NJ,2010-09-14,Delaware Bay,Northeast,Virginian Province,Y,0.088,11.67,0.123,0.029,,,0.035,,,,,,,0.62375,0.06466375
1600,NJ,2010-09-15,Delaware Bay,Northeast,Virginian Province,Y,0.034,9.71,0.355,0.05,,,0.321,,,,,,,0.645,0.07628625
1601,NJ,2010-09-02,Lower Ny/Nj Bay,Northeast,Virginian Province,Y,0.024,120.37,0.276,0.107,,,0.252,,,,,,,1.695,0.339075
1602,NJ,2010-09-02,Newark Bay,Northeast,Virginian Province,Y,0.343,7.33,1.144,0.235,,,0.801,,,,,,,1.443,0.27319875
1605,NJ,2010-07-27,Shrewsbury River,Northeast,Virginian Province,Y,0.024,33.51,0.041,0.143,,,0.017,,,,,,,0.86375,0.2558625
1606,NJ,2010-07-27,Lower Ny/Nj Bay,Northeast,Virginian Province,Y,0.052,36.95,0.126,0.062,,,0.074,,,,,,,1.02875,0.18331
1607,NJ,2010-07-27,Navesink River,Northeast,Virginian Province,Y,0.167,22.63,0.239,0.284,,,0.072,,,,,,,1.065,0.411906
1608,NJ,2010-07-29,West / East Creeks,Northeast,Virginian Province,Y,0.098,20.29,0.967,0.101,,,0.869,,,,,,,2.005,0.24391125
1624,NY,2010-09-13,Long Island Sound,Northeast,Virginian Province,Y,0.0,2.4,0.04,0.04,,0.004,0.04,0.036,,,,,,0.163,0.051
1633,NJ,2010-07-28,Mannington Meadow,Northeast,Virginian Province,Y,0.044,28.41,0.904,0.06,,,0.86,,,,,,,1.685,0.23533
1634,NJ,2010-07-29,Cohansey River,Northeast,Virginian Province,Y,0.013,9.49,0.454,0.092,,,0.441,,,,,,,1.03,0.1755675
1635,NJ,2010-08-03,Great Egg Harbor,Northeast,Virginian Province,Y,0.08,5.87,0.102,0.039,,,0.022,,,,,,,0.646875,0.0831975
1636,NJ,2010-08-04,Barnegat Bay,Northeast,Virginian Province,Y,0.081,8.53,0.096,0.007,,,0.015,,,,,,,0.605,0.063949375
1637,NJ,2010-08-04,Toms River,Northeast,Virginian Province,Y,0.048,16.18,0.128,0.01,,,0.08,,,,,,,0.82,0.049410625
1638,NJ,2010-08-03,Great Egg Harbor,Northeast,Virginian Province,Y,0.038,46.23,0.054,0.052,,,0.016,,,,,,,1.024375,0.22858875
1639,NJ,2010-08-05,Little Egg Harbor,Northeast,Virginian Province,Y,0.042,5.44,0.06,0.034,,,0.018,,,,,,,0.5375,0.082103125
1640,NJ,2010-08-04,Barnegat Bay,Northeast,Virginian Province,Y,0.063,10.28,0.08,0.021,,,0.017,,,,,,,0.605,0.097660625
1641,NJ,2010-08-05,Little Egg Harbor,Northeast,Virginian Province,Y,0.038,13.89,0.055,0.045,,,0.017,,,,,,,0.6575,0.118203125
1642,RI,2010-09-16,Block Island Sound,Northeast,Virginian Province,Y,0.009,1.5,0.021,0.019,,,0.012,,,,,,,0.13,0.02365875
1643,RI,2010-09-14,Block Island Sound,Northeast,Virginian Province,Y,0.007,1.6,0.019,0.024,,,0.012,,,,,,,0.15375,0.0206775
1644,RI,2010-08-09,Block Island Sound,Northeast,Virginian Province,Y,0.006,1.46,0.022,0.012,,,0.016,,,,,,,0.20625,0.021065
1646,RI,2010-08-02,Narragansett Bay,Northeast,Virginian Province,Y,0.004,2.64,0.022,0.017,,,0.018,,,,,,,0.276875,0.04356
1647,NJ,2010-09-15,Delaware Bay,Northeast,Virginian Province,Y,0.032,13.52,0.351,0.046,,,0.319,,,,,,,0.73,0.07962625
1648,RI,2010-08-04,Greenwich Bay,Northeast,Virginian Province,Y,0.008,19.33,0.024,0.021,,,0.016,,,,,,,0.61625,0.106521875
1651,RI,2010-08-03,Sakonnet River,Northeast,Virginian Province,Y,0.007,8.62,0.024,0.031,,,0.017,,,,,,,0.33875,0.071770625
1652,RI,2010-08-10,Mt. Hope Bay,Northeast,Virginian Province,Y,0.007,5.21,0.026,0.066,,,0.019,,,,,,,0.39875,0.09377375
1653,RI,2010-08-03,Sakonnet River,Northeast,Virginian Province,Y,0.015,13.32,0.033,0.055,,,0.018,,,,,,,0.53875,0.107028125
1654,RI,2010-07-27,Narragansett Bay,Northeast,Virginian Province,Y,0.005,8.71,0.034,0.03,,,0.029,,,,,,,0.415,0.0697675
1655,RI,2010-07-28,Providence River,Northeast,Virginian Province,Y,0.003,12.03,0.014,0.073,,,0.011,,,,,,,0.54625,0.14101
1657,RI,2010-07-28,Narragansett Bay,Northeast,Virginian Province,Y,0.004,8.28,0.016,0.023,,,0.012,,,,,,,0.4,0.06496875
1658,MA,2010-10-07,Buzzards Bay,Northeast,Virginian Province,Y,0.035,5.73,0.047,0.026,,,0.012,,,,,,,0.475,0.08319
1659,MA,2010-08-11,Buzzards Bay,Northeast,Virginian Province,Y,0.01,2.82,0.034,0.038,,,0.024,,,,,,,0.3225,0.05672
1660,MA,2010-08-13,Buzzards Bay,Northeast,Virginian Province,Y,0.012,4.79,0.036,0.031,,,0.024,,,,,,,0.20875,0.043185
1661,MA,2010-08-12,Buzzards Bay,Northeast,Virginian Province,Y,0.011,2.05,0.036,0.023,,,0.025,,,,,,,0.25125,0.037015
1662,MA,2010-08-11,Buzzards Bay,Northeast,Virginian Province,Y,0.009,4.01,0.034,0.036,,,0.025,,,,,,,0.4,0.05269375
1663,MA,2010-08-13,Buzzards Bay,Northeast,Virginian Province,Y,0.011,3.232228571,0.035,0.058,,,0.024,,,,,,,0.24625,0.078985
1664,MA,2010-08-13,Buzzards Bay,Northeast,Virginian Province,Y,0.013,,0.037,0.031,,,0.024,,,,,,,0.28,0.04939375
1665,MA,2010-08-28,Westport River,Northeast,Virginian Province,Y,0.007,27.92,0.007,0.02,,,0.0,,,,,,,0.9625,0.1222825
1667,MA,2010-08-12,Buzzards Bay,Northeast,Virginian Province,Y,0.009,3.35,0.034,0.021,,,0.025,,,,,,,0.28,0.03051
1668,MA,2010-08-12,Buzzards Bay,Northeast,Virginian Province,Y,0.01,,0.034,0.028,,,0.024,,,,,,,0.26375,0.04201
1669,MA,2010-08-11,Buzzards Bay,Northeast,Virginian Province,Y,0.011,2.8,0.035,0.036,,,0.024,,,,,,,0.2975,0.0499275
1672,MA,2010-08-19,Cape Cod Bay,Northeast,Acadian Province,Y,0.001,0.87,0.018,0.007,,,0.017,,,,,,,0.20625,0.0276
1673,MA,2010-08-19,Cape Cod Bay,Northeast,Acadian Province,Y,0.002,1.91,0.019,0.012,,,0.017,,,,,,,0.25625,0.0321175
1674,MA,2010-08-19,Cape Cod Bay,Northeast,Acadian Province,Y,0.002,1.45,0.018,0.009,,,0.016,,,,,,,0.23,0.03309
1675,MA,2010-08-19,Cape Cod Bay,Northeast,Acadian Province,Y,0.002,2.9,0.018,0.012,,,0.016,,,,,,,0.23625,0.03543
1676,MA,2010-08-31,Sengekontacket Pond,Northeast,Virginian Province,Y,0.005,5.21248,0.016,0.013,,,0.011,,,,,,,0.39875,0.05224375
1678,MA,2010-08-18,Nantucket Sound,Northeast,Virginian Province,Y,0.002,3.68,0.018,0.018,,,0.016,,,,,,,0.2475,0.0331475
1679,MA,2010-08-17,Nantucket Sound,Northeast,Virginian Province,Y,0.005,4.81,0.022,0.016,,,0.017,,,,,,,0.42,0.03825875
1680,MA,2010-08-17,Popponesset Bay,Northeast,Virginian Province,Y,0.006,2.95,0.021,0.019,,,0.015,,,,,,,0.3,0.04830375
1681,MA,2010-08-17,Nantucket Sound,Northeast,Virginian Province,Y,0.006,4.28,0.021,0.017,,,0.015,,,,,,,0.2575,0.04780125
1682,MA,2010-08-18,Nantucket Sound,Northeast,Virginian Province,Y,0.002,3.252685714,0.017,0.021,,,0.015,,,,,,,0.2475,0.0639025
1683,MA,2010-08-17,Nantucket Sound,Northeast,Virginian Province,Y,0.005,4.89,0.02,0.015,,,0.015,,,,,,,0.22625,0.04264625
1684,MA,2010-08-18,Nantucket Sound,Northeast,Virginian Province,Y,0.002,2.086628571,0.018,0.019,,,0.016,,,,,,,0.2425,0.04249375
1685,MD,2010-09-15,Bush River,Northeast,Virginian Province,Y,0.022,12.39,0.311,0.0177,,,0.311,,,,,,,0.73,0.0493
1686,MD,2010-09-20,Nanticoke River,Northeast,Virginian Province,Y,0.0,5.78,0.003,0.0034,,,0.003,,,,,,,0.49,0.0387
1687,MD,2010-09-02,Potomac River,Northeast,Virginian Province,Y,0.012,6.72,0.0023,0.0035,,,0.0023,,,,,,,0.41,0.0385
1688,MD,2010-08-27,Magothy River,Northeast,Virginian Province,Y,0.116,33.78,0.08,0.0066,,,0.08,,,,,,,0.98,0.0685
1689,MD,2010-10-06,Port Tobacco River,Northeast,Virginian Province,Y,0.108,8.35,0.242,0.0402,,,0.242,,,,,,,0.75,0.0748
1690,MD,2010-09-09,Chester River,Northeast,Virginian Province,Y,0.02,19.07,0.0669,0.06,,,0.0669,,,,,,,0.71,0.1368
1691,MD,2010-09-02,Little Choptank River,Northeast,Virginian Province,Y,0.0,6.17,0.0018,0.0028,,,0.0018,,,,,,,0.47,0.0405
1692,MD,2010-09-01,Potomac River,Northeast,Virginian Province,Y,0.011,11.79,0.0027,0.0047,,,0.0027,,,,,,,0.44,0.0457
1693,MD,2010-09-01,Potomac River,Northeast,Virginian Province,Y,0.011,5.35,0.0033,0.0037,,,0.0033,,,,,,,0.43,0.0394
1694,MD,2010-09-21,Nanticoke River,Northeast,Virginian Province,Y,0.0,12.09,0.0177,0.0034,,,0.0177,,,,,,,0.46,0.0387
1695,MD,2010-09-02,Little Choptank River,Northeast,Virginian Province,Y,0.0,19.21,0.0017,0.009,,,0.0017,,,,,,,0.59,0.0786
1696,MD,2010-09-02,Leadenham Creek,Northeast,Virginian Province,Y,0.0,8.99,0.001,0.0023,,,0.001,,,,,,,0.48,0.0443
1697,MD,2010-09-02,Leadenham Creek,Northeast,Virginian Province,Y,0.0,10.57,0.0099,0.0028,,,0.0099,,,,,,,0.51,0.0466
1700,MD,2010-09-01,Nanticoke River,Northeast,Virginian Province,Y,0.018,3.66,0.0252,0.0023,,,0.0252,,,,,,,0.4,0.0314
1701,MD,2010-09-01,Potomac River,Northeast,Virginian Province,Y,0.0,4.91,0.0044,0.0019,,,0.0044,,,,,,,0.43,0.0361
1702,MD,2010-09-15,Bush River,Northeast,Virginian Province,Y,0.0,10.0,0.0014,0.0145,,,0.0014,,,,,,,0.52,0.0673
1703,MD,2010-09-23,Bohemia River,Northeast,Virginian Province,Y,0.0,104.67,0.0027,0.0044,,,0.0027,,,,,,,1.44,0.196
1704,MD,2010-09-14,Potomac River,Northeast,Virginian Province,Y,0.016,30.01,0.348,0.0073,,,0.348,,,,,,,1.01,0.0677
1705,MD,2010-09-02,Wye River,Northeast,Virginian Province,Y,0.019,15.02,0.0016,0.034,,,0.0016,,,,,,,0.57,0.0534
1706,MD,2010-08-25,Patuxent River,Northeast,Virginian Province,Y,0.041,28.41,0.0135,0.0949,,,0.0135,,,,,,,0.46,0.1152
1722,MA,2010-08-13,Westport River,Northeast,Virginian Province,Y,0.012,2.27,0.036,0.021,,,0.024,,,,,,,0.23875,0.03654875
1723,MD,2010-09-02,Leadenham Creek,Northeast,Virginian Province,Y,0.016,13.73,0.0045,0.005,,,0.0045,,,,,,,0.6,0.062
1724,MD,2010-09-02,Little Choptank River,Northeast,Virginian Province,Y,0.0,6.07,0.0027,0.0019,,,0.0027,,,,,,,0.41,0.0383
1725,MD,2010-09-01,Potomac River,Northeast,Virginian Province,Y,0.009,6.02,0.0027,0.0027,,,0.0027,,,,,,,0.42,0.0358
1726,MD,2010-09-21,Wicomico River,Northeast,Virginian Province,Y,0.0,20.22,0.0022,0.0079,,,0.0022,,,,,,,0.85,0.083
1727,MD,2010-09-29,Chester River,Northeast,Virginian Province,Y,0.062,13.83,0.119,0.0557,,,0.119,,,,,,,0.59,0.0974
1728,MD,2010-09-01,Potomac River,Northeast,Virginian Province,Y,0.0,7.02,0.0017,0.0026,,,0.0017,,,,,,,0.46,0.046
1737,IN,2010-09-20,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.002,1.3962,0.28,0.005,,,0.278,,,,,,,0.38125,0.00376
1738,IN,2010-09-20,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.008,25.4896,0.303,0.004,,,0.295,,,,,,,0.43625,0.00818125
